Epoch,Generator Loss,Critic Loss,Wasserstein Distance,Gradient Penalty,D_real,D_fake,Gen_Acc,Critic_Acc
59,0.094775103,0.003851261,-0.003193989,6.57E-05,-0.098454565,-0.095260575,0.297727778,50.08565531
60,0.085151017,0.023351388,-0.004423492,0.00189279,-0.08593528,-0.081511788,0.839142579,49.73299242
61,0.360786438,0.018863371,-0.004699528,0.001416384,-0.359023124,-0.354323596,0.673904747,49.66343102
62,0.112009339,0.015327597,-0.004108347,0.001121925,-0.115746193,-0.111637846,1.26246061,50.07331474
63,0.181660086,0.003768397,-0.001205921,0.000256248,-0.177099422,-0.1758935,0.101680308,49.90341749
64,-0.071126111,0.090635538,0.00245969,0.009309523,0.09729144,0.09483175,7.172452601,49.69585196
65,-0.220852345,0.074229158,-0.00028044,0.007394872,0.221702471,0.221982911,15.04698199,50.02454625
66,-0.06323728,0.009604291,-0.003152251,0.000645204,0.058170896,0.061323147,16.52236836,49.90526777
67,-0.003001943,0.051179003,-0.000118281,0.005106072,0.006587602,0.006705883,4.534973719,49.77438912
68,0.106145129,0.027031075,-0.003562152,0.002346892,-0.084632762,-0.081070609,3.189697729,49.98592791
69,-0.054908864,0.011518721,-0.001845483,0.000967324,0.044715349,0.046560831,10.48461475,50.00341026
70,0.032723799,0.067987241,-0.002937103,0.006505014,-0.028480368,-0.025543265,2.445828391,50.04878022
71,0.196954712,0.162379757,-0.003260568,0.015911918,-0.199750409,-0.196489841,5.216997994,50.6026734
72,0.098797061,0.004714703,-0.003713503,0.00010012,-0.10440442,-0.100690916,1.786634974,49.50616464
73,0.147242904,0.01493104,-0.002719715,0.001221132,-0.15407595,-0.151356235,2.84041285,49.99510307
74,-0.215913072,0.000455189,0.002350509,0.00028057,0.213501796,0.211151287,7.480469807,49.52220723
75,0.33343932,0.018530862,-0.002539217,0.001599164,-0.327712536,-0.325173318,5.312194995,50.09168558
76,0.302194327,0.061115652,-0.004816711,0.005629894,-0.308953255,-0.304136544,0.001436825,49.97892559
76,0.330047309,0.012271548,-0.005047381,0.000722417,-0.335093826,-0.330046445,0.034749178,49.95039288
77,-0.004812305,0.084807359,-0.002898397,0.008190896,0.00693344,0.009831837,2.902834108,50.11278785
78,0.219558015,0.031345811,-0.00345391,0.00278919,-0.208347097,-0.204893187,4.58376713,49.29653331
79,0.976295948,0.003003804,-0.00197655,0.000102725,-0.97150588,-0.969529331,0.011147125,49.9555933
80,1.105250001,0.011811223,-0.00098443,0.001082679,-1.103720307,-1.102735877,0,49.98363339
81,0.764080584,0.014944188,-0.003287613,0.001165658,-0.773414612,-0.770126998,0,49.98363339
82,0.225580037,0.008567855,-0.001995444,0.000657241,-0.227833241,-0.225837797,0,49.98363339
83,-0.890739083,0.000234147,0.005164385,0.000539853,0.89264667,0.887482285,8.961050747,50.05100436
81,0.621358752,0.009326301,-0.001829863,0.000749644,-0.626826704,-0.624996841,0,49.98363339
82,0.684285998,0.027859552,0.001336992,0.002919654,-0.7055583,-0.706895292,0,49.98363339
83,0.106672779,-0.001636541,0.006258607,0.000462207,-0.097649924,-0.103908531,1.17E-05,49.98848927
84,1.170745254,0.006022767,-0.002532363,0.00034904,-1.172224402,-1.169692039,0.00379879,49.9841744
85,2.023069143,0.013965735,-0.003430128,0.001053561,-2.022476673,-2.019046545,0,49.98363339
86,1.933576703,0.01141788,-0.002561331,0.000885655,-1.946827292,-1.944265962,0,49.98363339
87,2.63170886,0.010593267,-0.001884699,0.000870857,-2.641902924,-2.640018225,0,49.98363339
88,2.710734367,0.025511185,-0.00279212,0.002271906,-2.714501619,-2.711709499,0,49.98363339
89,2.332200527,0.01965045,-0.003031731,0.001661872,-2.334543467,-2.331511736,0,49.98363339
90,1.847811699,0.012023377,-0.003671408,0.000835197,-1.84068501,-1.837013602,0,49.98363339
91,1.142766953,0.014469668,-0.003329515,0.001114015,-1.142198443,-1.138868928,0,49.98363339
92,1.514839053,0.015963988,-0.002894759,0.001306923,-1.514490724,-1.511595964,0,49.98363339
91,2.247754097,0.012262285,-0.003973484,0.00082888,-2.252452612,-2.248479128,0,49.98363339
92,2.226666927,0.06106887,-0.001693249,0.005937562,-2.222970247,-2.221276999,0,49.98363339
93,2.038615704,0.030440435,-0.004090786,0.002634965,-2.048256397,-2.044165611,0,49.98363339
94,2.381518364,0.009476192,0.003725052,0.001320124,-2.381511688,-2.38523674,0,49.98363339
95,2.749716282,-0.003538126,0.008267641,0.000472952,-2.726148129,-2.73441577,0,49.98363339
96,2.339056015,0.03247435,-0.00501442,0.002745993,-2.350459814,-2.345445395,0,49.98363339
97,1.988122463,0.005470715,-0.004155874,0.000131484,-1.993882775,-1.989726901,0,49.98363339
98,2.506129026,0.006032955,-0.003354788,0.000267817,-2.514586926,-2.511232138,0,49.98363339
99,2.216855764,0.056160562,-0.003398895,0.005276167,-2.21668005,-2.213281155,0,49.98363339
100,2.669759035,0.046595115,-0.006289244,0.004030587,-2.677731514,-2.67144227,0,49.98363339
101,2.097628593,0.008835848,-0.002913237,0.000592261,-2.094535112,-2.091621876,0,49.98363339
102,1.436897397,0.041681297,-0.002372861,0.003930843,-1.442701221,-1.44032836,0,49.98363339
103,1.564723849,0.010293371,0.001809239,0.001210261,-1.545763254,-1.547572494,0,49.98363339
104,0.320754141,-0.002024196,0.002925783,9.02E-05,-0.319001585,-0.321927369,0,49.98363339
105,-1.352009773,0.01571363,-0.004375935,0.00113377,1.356686115,1.36106205,13.20375516,50.15059248
106,-0.173335403,0.017097415,-0.004380584,0.001271683,0.173070684,0.177451268,15.12812449,49.99525848
107,-0.297493756,0.003525309,-0.001585126,0.000194018,0.299216211,0.300801337,16.66121113,50.01636661
108,-0.607454121,0.006750665,-0.002096713,0.000465395,0.6093027,0.611399412,16.66121113,50.01636661
109,-0.140337557,0.021706967,-0.000438139,0.002126883,0.135560706,0.135998845,16.65502838,50.02545526
110,-0.892924488,0.036298104,0.004852295,0.00411504,0.900094211,0.895241916,16.60392579,50.06864506
111,-2.229587793,-0.000190348,0.003302574,0.000311223,2.230693102,2.227390528,16.66121113,50.01636661
112,-2.68219161,0.03097681,-0.004943132,0.002603368,2.67671299,2.681656122,16.66121113,50.01636661
113,-1.819948316,0.019117944,-0.002215266,0.001690268,1.815879583,1.81809485,16.66121113,50.01636661
114,-1.143081307,0.018408945,-0.002332568,0.001607638,1.145333171,1.147665739,16.66121113,50.01636661
115,-0.254107118,0.020839309,-0.001618609,0.00192207,0.228279769,0.229898378,16.66121113,50.01383604
116,0.700036824,0.00698249,-0.003088713,0.000389378,-0.699282885,-0.696194172,10.03745129,50.03219515
117,1.581157923,0.014537786,-0.000646472,0.001389131,-1.594338775,-1.593692303,0,49.98363339
118,0.700912833,0.021892764,-0.001480281,0.002041248,-0.691201091,-0.689720809,0,49.98363339
119,2.420432091,0.00499635,-0.003174543,0.000182181,-2.427700996,-2.424526453,0,49.98363339
120,3.298178911,0.006444758,-0.002608061,0.00038367,-3.303798437,-3.301190376,0,49.98363339
121,3.700332642,0.01916601,-0.003538847,0.001562716,-3.700260639,-3.696721792,0,49.98363339
122,4.157542229,0.00381425,-0.002887726,9.27E-05,-4.162532806,-4.159645081,0,49.98363339
123,5.572727203,0.007171704,-0.002362251,0.000480945,-5.576328278,-5.573966026,0,49.98363339
124,8.156058311,0.012744334,-0.001864433,0.00108799,-8.16512394,-8.163259506,0,49.98363339
125,6.665083885,0.014158396,0.001441956,0.001560035,-6.658675671,-6.660117626,0,49.98363339
126,5.641196728,0.007020122,-0.004365444,0.000265468,-5.653280258,-5.648914814,0,49.98363339
127,5.421905518,0.046953436,-0.004029751,0.004292368,-5.433328629,-5.429298878,0,49.98363339
128,5.573577404,0.03867016,9.63E-05,0.003876648,-5.547779083,-5.547875404,0,49.98363339
129,3.890697241,0.004506884,-0.000552893,0.000395399,-3.879584074,-3.879031181,0,49.98363339
130,0.780246437,0.009235394,-0.00215292,0.000708247,-0.790486157,-0.788333237,0,49.98363339
131,0.933980286,0.142142132,-0.002555132,0.0139587,-0.922186434,-0.919631302,0,49.98363339
132,-0.119200096,0.001757931,0.000423364,0.00021813,0.121317811,0.120894447,2.90579866,49.97819544
133,0.343876094,0.010955304,-0.000963002,0.00099923,-0.347986162,-0.347023159,4.082960235,50.0298933
134,-1.850221753,0.003221165,1.55E-06,0.000322271,1.855344892,1.855343342,10.59628246,50.02564733
135,-1.943983912,0.012059811,-0.001961708,0.00100981,1.949898005,1.951859713,16.66121113,50.01636661
136,-1.561196566,0.006485289,-0.000550032,0.000593526,1.551390886,1.551940918,16.66121113,50.01636661
137,-2.790613174,0.05780527,-0.003481865,0.00543234,2.778611183,2.782093048,16.66121113,50.01636661
138,-2.736588955,0.080623344,-0.002382278,0.007824106,2.761353254,2.763735533,16.66121113,50.01636661
139,-2.88081789,0.002003206,-0.001236677,7.67E-05,2.884443521,2.885680199,16.66121113,50.01636661
140,-2.079072714,0.007068393,-0.001818895,0.00052495,2.081544876,2.083363771,16.66121113,50.01636661
141,-4.202297688,-0.002533545,0.00434494,0.000181139,4.196286678,4.191941738,16.66121113,50.01636661
142,-7.777100563,0.003139132,-0.001045704,0.000209343,7.777048111,7.778093815,16.66121113,50.01636661
143,-9.440692902,0.003418335,-0.000358582,0.000305975,9.44691658,9.447275162,16.66121113,50.01636661
144,-7.879341602,0.025644947,-0.001605988,0.002403896,7.866707802,7.868313789,16.66121113,50.01636661
145,-8.043553352,0.011964935,-0.003808022,0.000815691,8.041543961,8.045351982,16.66121113,50.01636661
146,-8.545139313,0.001631235,-0.000453949,0.000117729,8.54953289,8.549986839,16.66121113,50.01636661
147,-6.952323914,0.033449214,-0.001005173,0.003244404,6.946800232,6.947805405,16.66121113,50.01636661
148,-6.556703091,0.009595096,-0.00568676,0.000390834,6.547264576,6.552951336,16.66121113,50.01636661
149,-13.33896446,0.004484328,0.000500679,0.000498501,13.33714008,13.3366394,16.66121113,50.01636661
150,-15.38785934,0.012071792,0.004419327,0.001649112,15.38831997,15.38390064,16.66121113,50.01636661
151,-16.53610992,0.005461709,0.001159668,0.000662138,16.53873825,16.53757858,16.66121113,50.01636661
152,-16.47008514,-0.002273742,0.00343895,0.000116521,16.46639824,16.46295929,16.66121113,50.01636661
153,-15.93530846,0.065148622,-0.002088547,0.006306008,15.93070316,15.93279171,16.66121113,50.01636661
154,-15.89277649,0.003540871,-0.001538277,0.000200259,15.89613152,15.89766979,16.66121113,50.01636661
155,-14.90401363,0.000274881,0.00056839,8.43E-05,14.91014957,14.90958118,16.66121113,50.01636661
156,-15.33696461,0.00634986,-0.001010895,0.000533896,15.33142376,15.33243465,16.66121113,50.01636661
157,-16.50284767,0.000201499,0.000377655,5.79E-05,16.51629829,16.51592064,16.66121113,50.01636661
158,-13.99798489,0.00225977,-0.001253128,0.000100664,14.00141621,14.00266933,16.66121113,50.01636661
159,-12.09430027,0.010288622,-0.003770828,0.000651779,12.08424187,12.0880127,16.66121113,50.01636661
160,-11.25628948,0.008191733,0.001501083,0.000969282,11.25204754,11.25054646,16.66121113,50.01636661
161,-12.06562996,-0.001415304,0.002116203,7.01E-05,12.06379795,12.06168175,16.66121113,50.01636661
162,-13.55895042,0.019695742,-0.001743317,0.001795243,13.55956173,13.56130505,16.66121113,50.01636661
163,-10.33357811,0.105292283,-0.001496315,0.010379597,10.34047794,10.34197426,16.66121113,50.01636661
164,-10.3718462,0.002929593,0.001227379,0.000415697,10.37696075,10.37573338,16.66121113,50.01636661
165,-9.096132278,0.01171731,0.001914024,0.001363133,9.095731735,9.093817711,16.66121113,50.01636661
166,-6.979553223,0.070277534,-0.0008111,0.006946643,6.992528439,6.993339539,16.66121113,50.01636661
167,-7.608444214,0.002241526,0.002876759,0.000511828,7.612542152,7.609665394,16.66121113,50.01636661
168,-6.009476185,0.007157889,0.001522541,0.000868043,6.003365993,6.001843452,16.66121113,50.01636661
169,-7.757316589,0.002188289,0.000141144,0.000232943,7.767252922,7.767111778,16.66121113,50.01636661
170,-6.81099987,0.013013165,0.001096725,0.001410989,6.810755253,6.809658527,16.66121113,50.01636661
171,-3.285695553,0.033137411,-0.002601147,0.003053627,3.281004429,3.283605576,16.65812404,50.02562788
172,-0.171097234,0.001345615,-0.000198632,0.000114698,0.166939214,0.167137846,9.758870462,50.01411068
173,-1.191007376,0.013291439,-0.002156854,0.001113459,1.18119657,1.183353424,11.11412165,50.03739686
174,3.859487057,0.000604173,0.00291419,0.000351836,-3.854571342,-3.857485533,4.056624758,49.97054657
175,4.926017761,0.013126742,-0.00108242,0.001204432,-4.917137623,-4.916055202,0,49.97437212
176,6.38188839,0.003430986,-0.000896931,0.000253406,-6.383570194,-6.382673264,0,49.97437212
177,7.67973423,0.002803064,-0.000583649,0.000221942,-7.673184395,-7.672600746,0,49.97437212
178,10.52304935,0.005807122,0.003205299,0.000901242,-10.51553726,-10.51874256,0,49.97437212
179,9.867347717,0.012481116,-0.002510071,0.000997104,-9.87748909,-9.874979019,0,49.97437212
180,11.64601707,0.040672097,0.001326561,0.004199866,-11.63415527,-11.63548183,0,49.97437212
181,10.144973754882812,0.03474147245287895,0.000179290771484375,0.0034920761827379465,-10.135682106018066,-10.13586139678955,0.0,49.974372116863144
182,11.756868362426758,0.007607052102684975,-0.0024003982543945312,0.0005206653731875122,-11.77205753326416,-11.769657135009766,0.0,49.974372116863144
183,8.335807800292969,0.024473167955875397,0.00048828125,0.0024961449671536684,-8.346501350402832,-8.346989631652832,0.0,49.974372116863144
184,7.358701229095459,0.14203909039497375,-0.0012211799621582031,0.014081791043281555,-7.374353885650635,-7.373132705688477,0.0,49.974372116863144
185,6.9193854331970215,8.761184692382812,0.0007357597351074219,0.8761919736862183,-6.9300103187561035,-6.930746078491211,0.0,49.974372116863144
186,4.568228721618652,0.03517477959394455,-0.0010395050048828125,0.0034135275054723024,-4.571593761444092,-4.570554256439209,0.0,49.974372116863144
187,4.224775791168213,0.01194144319742918,-0.0018420219421386719,0.0010099421488121152,-4.22233772277832,-4.220495700836182,0.0,49.974372116863144
188,1.1126400232315063,0.0004683018778450787,-0.00019073486328125,2.775670145638287e-05,-1.1175382137298584,-1.1173474788665771,0.0,49.974372116863144
189,-4.261286735534668,0.003120039589703083,-0.0027856826782226562,3.343568096170202e-05,4.260249137878418,4.263034820556641,8.682018785699793,50.024900118292784
190,-4.1045966148376465,0.01775246672332287,9.5367431640625e-06,0.0017762003699317575,4.124013900756836,4.124004364013672,16.658124038954384,50.025627883136856
191,-3.6702418327331543,0.00019675795920193195,0.00039958953857421875,5.963474905001931e-05,3.678741455078125,3.678341865539551,16.658124038954384,50.025627883136856
192,-4.377674579620361,0.002942415187135339,-0.0027284622192382812,2.1395306248450652e-05,4.3828535079956055,4.385581970214844,16.658124038954384,50.025627883136856
193,-3.920483350753784,0.038660794496536255,-0.002059459686279297,0.0036601335741579533,3.9136343002319336,3.915693759918213,16.658124038954384,50.025627883136856
194,-5.505860328674316,0.03822091966867447,-0.0010008811950683594,0.003722003661096096,5.524852752685547,5.525853633880615,16.658124038954384,50.025627883136856
195,-5.308262348175049,10.966827392578125,-0.0011372566223144531,1.0965690612792969,5.327730178833008,5.328867435455322,16.658124038954384,50.025627883136856
196,-8.9888334274292,0.03112790361046791,0.0018739700317382812,0.003300187410786748,8.992362976074219,8.99048900604248,16.658124038954384,50.025627883136856
197,-11.056258201599121,0.07385723292827606,-0.000293731689453125,0.007356350310146809,11.063067436218262,11.063361167907715,16.658124038954384,50.025627883136856
198,-14.984965324401855,0.9302839040756226,-0.0026330947875976562,0.09276507794857025,14.96168327331543,14.964316368103027,16.658124038954384,50.025627883136856
199,-13.558015823364258,0.0015724028926342726,2.002716064453125e-05,0.00015924300532788038,13.55651569366455,13.556495666503906,16.658124038954384,50.025627883136856
200,-11.048295974731445,0.0008211588719859719,0.0009241104125976562,0.00017452692554797977,11.035587310791016,11.034663200378418,16.658124038954384,50.025627883136856
201,-12.541513442993164,0.008159380406141281,-0.0033082962036132812,0.0004851084086112678,12.536553382873535,12.539861679077148,16.658124038954384,50.025627883136856
202,-11.107994079589844,0.0267166830599308,-0.0016508102416992188,0.002506587188690901,11.111404418945312,11.113055229187012,16.658124038954384,50.025627883136856
203,-8.437024116516113,0.029854901134967804,-0.0003299713134765625,0.002952493028715253,8.440533638000488,8.440863609313965,16.658124038954384,50.025627883136856
204,-11.265705108642578,0.03700122609734535,-0.0008630752563476562,0.0036138149444013834,11.263108253479004,11.263971328735352,16.658124038954384,50.025627883136856
205,-10.973590850830078,0.03921130299568176,-0.0041599273681640625,0.003505137749016285,10.961480140686035,10.9656400680542,16.658124038954384,50.025627883136856
206,0.12342234700918198,9342.421875,-0.009450122714042664,934.2412109375,-0.13285617530345917,-0.1234060525894165,3.9311274370218503,48.28481120792756
207,0.13469809293746948,1570.34228515625,0.00015082955360412598,157.03424072265625,-0.13444745540618896,-0.1345982849597931,3.931129335383564,48.271237921673595
208,0.13189002871513367,6013.646484375,-0.001337289810180664,601.364501953125,-0.13317380845546722,-0.13183651864528656,3.931129335383564,48.27608823585246
209,0.11923615634441376,7209.6259765625,-0.015438102185726166,720.9610595703125,-0.13467413187026978,-0.11923602968454361,3.9311274370218503,48.28356778100499
210,0.1269197165966034,3207.19970703125,-0.007912158966064453,320.71917724609375,-0.1347673237323761,-0.12685516476631165,3.931136928830419,48.26960533059969
211,0.12889553606510162,3374.16455078125,-0.005696594715118408,337.4158935546875,-0.13468222320079803,-0.12898562848567963,3.931133132106992,48.2778632040549
212,0.13042455911636353,2099.998779296875,-0.0020240098237991333,209.9996795654297,-0.13241513073444366,-0.13039112091064453,3.9311255386601367,48.27692351500655
213,0.12757925689220428,8613.2138671875,-0.00577758252620697,861.32080078125,-0.13328315317630768,-0.1275055706501007,3.931119843574995,48.277502515329275
214,0.12678366899490356,6535.19873046875,-0.007922753691673279,653.5191040039062,-0.13466386497020721,-0.12674111127853394,3.9311255386601367,48.27049756060519
215,0.1256677508354187,2718.995849609375,-0.00910159945487976,271.898681640625,-0.13466131687164307,-0.1255597174167633,3.9311217419367086,48.27520549765552
216,0.12980960309505463,3084.894287109375,-0.006647661328315735,308.48876953125,-0.1364274024963379,-0.12977974116802216,3.931136928830419,48.286519733470016
217,0.12531983852386475,5572.56689453125,-0.008202120661735535,557.255859375,-0.13344229757785797,-0.12524017691612244,3.931136928830419,48.28372914175067
218,0.12887190282344818,1458.10986328125,-0.005885124206542969,145.81039428710938,-0.13475921750068665,-0.12887409329414368,3.9311217419367086,48.27916358182888
219,0.1259717494249344,1908.7393798828125,-0.007821798324584961,190.87315368652344,-0.13385559618473053,-0.12603379786014557,3.9311274370218503,48.28266605919092
220,0.13084650039672852,8622.470703125,-0.00348469614982605,862.2467041015625,-0.13437187671661377,-0.13088718056678772,3.931116046851567,48.27342103764452
221,0.1280590146780014,1501.46484375,-0.006863504648208618,150.1457977294922,-0.1349857896566391,-0.12812228500843048,3.9311274370218503,48.28409932228487
222,0.1254531443119049,5920.42431640625,-0.010130718350410461,592.0413818359375,-0.13579633831977844,-0.12566561996936798,3.9311274370218503,48.28205858344249
223,0.1363484412431717,2003.6617431640625,0.0009297877550125122,200.36627197265625,-0.13545604050159454,-0.13638582825660706,3.931129335383564,48.2729939062589
224,0.12842974066734314,8212.369140625,-0.0054624080657958984,821.236328125,-0.13386929035186768,-0.12840688228607178,3.9311350304687056,48.278157450120545
225,0.13299503922462463,6960.892578125,-0.0016076862812042236,696.089111328125,-0.13460403680801392,-0.1329963505268097,3.9311255386601367,48.28416576494485
226,0.13235868513584137,1224.7025146484375,-0.0006328970193862915,122.4701919555664,-0.13300222158432007,-0.13236932456493378,3.9311388271921337,48.28658617613
227,0.12058993428945541,1626.38818359375,-0.011204175651073456,162.6376953125,-0.13182134926319122,-0.12061717361211777,3.931123640298422,48.27045010156235
228,0.1325390338897705,1981.3709716796875,-0.0031260401010513306,198.13677978515625,-0.13589167594909668,-0.13276563584804535,3.9311274370218503,48.274996677867
229,0.11611136794090271,6878.04638671875,-0.017929203808307648,687.8028564453125,-0.13415417075157166,-0.11622496694326401,3.931129335383564,48.28096702545703
230,0.12723234295845032,8660.0341796875,-0.00832909345626831,866.0025024414062,-0.13552382588386536,-0.12719473242759705,3.931123640298422,48.28418474856199
231,0.1212930902838707,4408.35302734375,-0.012045502662658691,440.8340759277344,-0.13332481682300568,-0.12127931416034698,3.931123640298422,48.27568957989255
232,0.1286095678806305,9057.5380859375,-0.006439909338951111,905.7531127929688,-0.13509199023246765,-0.12865208089351654,3.931123640298422,48.279125614594605
233,0.13050030171871185,1545.84521484375,-0.0029150545597076416,154.584228515625,-0.13351331651210785,-0.1305982619524002,3.931129335383564,48.27680961330372
234,0.11783330887556076,6011.974609375,-0.016556039452552795,601.19580078125,-0.13451237976551056,-0.11795634031295776,3.9311274370218503,48.27788218767204
235,0.12860925495624542,7648.5810546875,-0.002762407064437866,764.8577880859375,-0.131454735994339,-0.12869232892990112,3.931123640298422,48.27216811891338
236,0.11928141862154007,3223.06787109375,-0.014061294496059418,322.30535888671875,-0.1334303766489029,-0.11936908215284348,3.931129335383564,48.27935341800026
237,0.12197862565517426,3458.869140625,-0.01361120492219925,345.88555908203125,-0.13560636341571808,-0.12199515849351883,3.931129335383564,48.276581809898055
